,tablerownames,ticker,company,constituentStart,constituentEnd,industryCode,industry
1,1,A.US Equity,Agilent Technologies Inc.,6/2/2000,null,351010,Health Care Equipment & Supplies
2,2,AA.US Equity,Alcoa Inc,1/1/1970,10/31/2016,151040,Metals & Mining
3,3,AAL.US Equity,American Airlines Group Inc,3/20/2015,null,203020,Airlines
4,4,AAP.US Equity,Advance Auto Parts Inc,7/8/2015,null,255040,Specialty Retail
5,5,AAPL.US Equity,Apple Inc.,11/18/1982,null,452020,Computers & Peripherals
6,6,ABBV.US Equity,AbbVie Inc.,1/1/2013,null,352020,Pharmaceuticals
7,7,ABC.US Equity,AmerisourceBergen Corp.,8/29/2001,null,351020,Health Care Providers & Services
8,9,ABK.US Equity,Ambac Financial Group Inc,9/25/2003,6/10/2008,403010,Insurance
9,10,ABT.US Equity,Abbott Laboratories,1/1/1970,null,351010,Health Care Equipment & Supplies
10,11,ACAS.US Equity,American Capital Ltd,7/6/2007,3/2/2009,402030,Capital Markets
11,12,ACN.US Equity,Accenture plc,7/5/2011,null,451020,IT Services
12,13,ACS.US Equity,Affiliated Computer Services,4/1/2004,2/4/2010,451020,IT Services
13,14,ADBE.US Equity,Adobe Systems Inc.,5/5/1997,null,451030,Software
14,15,ADI.US Equity,Analog Devices Inc.,10/11/1999,null,453010,Semiconductors & Semiconductor Equipment
15,16,ADM.US Equity,Archer-Daniels-Midland Co.,7/30/1981,null,302020,Food Products
16,17,ADP.US Equity,Automatic Data Processing Inc,2/26/1981,null,451020,IT Services
17,18,ADS.US Equity,Alliance Data Systems Corp,12/20/2013,6/18/2020,451020,IT Services
18,19,ADSK.US Equity,Autodesk Inc.,12/20/1989,null,451030,Software
19,20,AEE.US Equity,Ameren Corp.,9/19/1991,null,551030,Multi-Utilities
20,21,AEP.US Equity,"American Electric Power Company, Inc",1/1/1970,null,551010,Electric Utilities
21,22,AES.US Equity,AES Corp.,10/1/1998,null,551050,Independent Power Producers & Energy Traders
22,23,AET.US Equity,Aetna Inc.,7/1/1976,11/28/2018,351020,Health Care Providers & Services
23,24,AFL.US Equity,AFLAC Inc.,5/27/1999,null,403010,Insurance
24,25,AGN.US Equity,Allergan plc,4/9/1999,5/8/2020,352020,Pharmaceuticals
25,26,AIG.US Equity,AIG Inc.,2/14/1980,null,403010,Insurance
26,27,AIV.US Equity,Aimco,3/13/2003,null,601010,Equity Real Estate Investment Trusts (REITs)
27,28,AIZ.US Equity,Assurant Inc.,4/9/2007,null,403010,Insurance
28,29,AJG.US Equity,Arthur J. Gallagher & Co,5/27/2016,null,403010,Insurance
29,30,AKAM.US Equity,Akamai Technologies Inc.,7/11/2007,null,451020,IT Services
30,31,AKS.US Equity,AK Steel Holding Corp.,6/30/2008,12/15/2011,151040,Metals & Mining
31,32,ALB.US Equity,Albemarle Corp,6/30/2016,null,151010,Chemicals
32,33,ALK.US Equity,Alaska Air Group,5/12/2016,null,203020,Airlines
33,34,ALL.US Equity,Allstate Corp.,7/12/1995,null,403010,Insurance
34,35,ALLE.US Equity,Allegion Plc,11/29/2013,null,201020,Building Products
35,36,ALXN.US Equity,Alexion Pharmaceuticals Inc,5/24/2012,null,352010,Biotechnology
36,37,AMAT.US Equity,Applied Materials Inc.,3/15/1995,null,453010,Semiconductors & Semiconductor Equipment
37,38,AMD.US Equity,Advanced Micro Devices Inc,6/21/1984,9/19/2013,453010,Semiconductors & Semiconductor Equipment
38,39,AME.US Equity,AMETEK Inc,9/20/2013,null,201040,Electrical Equipment
39,40,AMG.US Equity,Affiliated Managers Group Inc,6/30/2014,12/19/2019,402030,Capital Markets
40,41,AMGN.US Equity,Amgen Inc.,12/31/1991,null,352010,Biotechnology
41,42,AMP.US Equity,Ameriprise Financial Inc,9/30/2005,null,402030,Capital Markets
42,43,AMT.US Equity,American Tower Corp.,11/16/2007,null,601010,Equity Real Estate Investment Trusts (REITs)
43,44,AMZN.US Equity,Amazon.com Inc.,11/18/2005,null,255020,Internet & Catalog Retail
44,45,AN.US Equity,AutoNation Inc.,2/21/2003,8/6/2017,255040,Specialty Retail
45,46,ANDV.US Equity,Andeavor,9/26/2007,9/27/2018,101020,"Oil, Gas & Consumable Fuels"
46,47,ANF.US Equity,Abercrombie & Fitch Co,3/28/2007,12/19/2013,255040,Specialty Retail
47,48,ANTM.US Equity,Anthem Inc.,7/24/2002,null,351020,Health Care Providers & Services
48,49,AON.US Equity,Aon plc,4/22/1996,null,403010,Insurance
49,50,APA.US Equity,Apache Corp,7/25/1997,null,101020,"Oil, Gas & Consumable Fuels"
50,51,APC.US Equity,Anadarko Petroleum Corp.,7/25/1997,5/28/2019,101020,"Oil, Gas & Consumable Fuels"
51,52,APCC.US Equity,American Power Conversion Corp,5/31/2000,2/13/2007,201040,Electrical Equipment
52,53,APD.US Equity,Air Products & Chemicals Inc,4/11/1985,null,151010,Chemicals
53,54,APH.US Equity,Amphenol Corp.,9/29/2008,null,452030,"Electronic Equipment, Instruments & Components"
54,55,APOL.US Equity,Apollo Education Group,5/14/2002,6/27/2013,253020,Diversified Consumer Services
55,56,APTV.US Equity,Aptiv PLC,12/21/2012,null,251010,Auto Components
56,57,ARG.US Equity,Airgas Inc.,9/8/2009,5/19/2016,151010,Chemicals
57,58,ASH.US Equity,Ashland Global Holdings Inc,8/3/1989,11/12/2008,151010,Chemicals
58,59,ASN.US Equity,Archstone-Smith Trust,12/17/2004,10/4/2007,601010,Equity Real Estate Investment Trusts (REITs)
59,60,ATGE.US Equity,"DeVry, Inc.",6/8/2009,9/27/2012,253020,Diversified Consumer Services
60,61,ATI.US Equity,Allegheny Technologies Inc.,10/26/1978,6/30/2015,151040,Metals & Mining
61,62,ATVI.US Equity,Activision Blizzard Inc,8/28/2015,null,502020,Entertainment
62,63,AVB.US Equity,AvalonBay Communities,1/9/2007,null,601010,Equity Real Estate Investment Trusts (REITs)
63,64,AVGO.US Equity,Broadcom Ltd,5/7/2014,null,453010,Semiconductors & Semiconductor Equipment
64,65,AVP.US Equity,Avon Products Inc,1/1/1970,3/19/2015,303020,Personal Products
65,66,AVY.US Equity,Avery Dennison Corp,12/24/1987,null,151030,Containers & Packaging
66,67,AW.US Equity,Allied Waste Industries Inc.,7/30/1999,12/3/2008,202010,Commercial Services & Supplies
67,68,AWK.US Equity,American Water Works Inc,3/3/2016,null,551040,Water Utilities
68,69,AXP.US Equity,American Express Co,7/1/1976,null,402020,Consumer Finance
69,70,AYE.US Equity,Allegheny Energy Inc.,12/8/2000,2/24/2011,551010,Electric Utilities
70,71,AYI.US Equity,Acuity Brands Inc,5/2/2016,6/14/2018,201040,Electrical Equipment
71,72,AZO.US Equity,AutoZone Inc,12/31/1996,null,255040,Specialty Retail
72,73,BA.US Equity,The Boeing Company,1/1/1970,null,201010,Aerospace & Defense
73,74,BAC.US Equity,Bank of America Corp.,7/1/1976,null,401010,Commercial Banks
74,75,BAX.US Equity,Baxter International Inc.,9/14/1972,null,351010,Health Care Equipment & Supplies
75,76,BBBY.US Equity,Bed Bath & Beyond Inc,9/30/1999,7/24/2017,255040,Specialty Retail
76,77,BBY.US Equity,Best Buy Co. Inc.,6/29/1999,null,255040,Specialty Retail
77,78,BC.US Equity,Brunswick Corp.,3/1/1973,6/19/2008,252020,Leisure Equipment & Products
78,79,BCR.US Equity,C. R. Bard Inc,6/12/1975,12/27/2017,351010,Health Care Equipment & Supplies
79,80,BDK.US Equity,Black & Decker Manufacturing,1/15/1976,3/11/2010,252010,Household Durables
80,81,BDX.US Equity,Becton Dickinson & Co,9/14/1972,null,351010,Health Care Equipment & Supplies
81,82,BEN.US Equity,Franklin Resources Inc,4/28/1998,null,402030,Capital Markets
82,83,BF-B.US Equity,Brown-Forman Corp.,10/14/1982,null,302010,Beverages
83,84,BIG.US Equity,Big Lots Inc.,1/16/1998,2/12/2013,255030,Multiline Retail
84,85,BIIB.US Equity,Biogen Idec Inc,11/12/2003,null,352010,Biotechnology
85,86,BJS.US Equity,BJ Services Co.,5/14/2002,4/28/2010,101010,Energy Equipment & Services
86,87,BK.US Equity,Bank of New York Mellon Corp,3/30/1995,null,402030,Capital Markets
87,88,BKNG.US Equity,Booking Holdings Inc,11/3/2009,null,255020,Internet & Catalog Retail
88,89,BKR.US Equity,Baker Hughes Co,4/9/1987,null,101010,Energy Equipment & Services
89,90,BLK.US Equity,BlackRock Inc,4/1/2011,null,402030,Capital Markets
90,91,BLL.US Equity,Ball Corp,10/4/1984,null,151030,Containers & Packaging
91,93,BMET.US Equity,Biomet Inc.,8/22/1990,7/10/2007,351010,Health Care Equipment & Supplies
92,94,BMS.US Equity,Bemis Company Inc,7/20/1978,12/3/2014,151030,Containers & Packaging
93,95,BMY.US Equity,Bristol-Myers Squibb Company,1/1/1970,null,351020,Health Care Providers & Services
94,96,BNI.US Equity,Burlington Northern Santa Fe Corp,3/5/1970,2/11/2010,203040,Road & Rail
95,97,BOL.US Equity,Bausch & Lomb Inc.,5/8/1986,10/25/2007,351010,Health Care Equipment & Supplies
96,98,BRCM.US Equity,Broadcom Corp.,6/30/2000,1/28/2016,453010,Semiconductors & Semiconductor Equipment
97,99,BRK-B.US Equity,Berkshire Hathaway Inc,2/12/2010,null,402010,Diversified Financial Services
98,100,BRL.US Equity,Barr Pharmaceuticals Inc.,2/24/2006,12/21/2008,352020,Pharmaceuticals
99,101,BSX.US Equity,Boston Scientific Corp,2/23/1995,null,351010,Health Care Equipment & Supplies
100,102,BWA.US Equity,BorgWarner Inc,12/16/2011,null,251010,Auto Components
101,103,BXLT.US Equity,Baxalta,6/30/2015,6/1/2016,352010,Biotechnology
102,104,BXP.US Equity,Boston Properties,3/31/2006,null,601010,Equity Real Estate Investment Trusts (REITs)
103,105,C.US Equity,Citigroup Inc.,5/26/1988,null,401010,Commercial Banks
104,106,CA.US Equity,CA Inc,7/9/1987,9/21/2018,451030,Software
105,107,CAG.US Equity,ConAgra Brands Inc,9/1/1983,null,302020,Food Products
106,108,CAH.US Equity,Cardinal Health Inc.,5/23/1997,null,351020,Health Care Providers & Services
107,109,CAM.US Equity,Cameron International Corp,1/28/2008,3/31/2016,101010,Energy Equipment & Services
108,110,CAT.US Equity,Caterpillar Inc,1/1/1970,null,201060,Machinery
109,111,CB.US Equity,Chubb Ltd,1/29/2002,7/16/2008,403010,Insurance
110,112,CB.US Equity,Chubb Ltd,7/14/2010,null,403010,Insurance
111,113,CBE.US Equity,Cooper Industries plc,1/1/1970,9/7/2009,201040,Electrical Equipment
112,114,CBE.US Equity,Cooper Industries plc,11/22/2011,11/29/2012,201040,Electrical Equipment
113,115,CBRE.US Equity,CBRE Group Inc,11/9/2006,null,601020,Real Estate Management & Development
114,116,CBSS.US Equity,Compass Bancshares Inc,12/17/2004,9/6/2007,401010,Commercial Banks
115,117,CCI.US Equity,Crown Castle Int'l Corp.,3/13/2012,null,601010,Equity Real Estate Investment Trusts (REITs)
116,118,CCL.US Equity,Carnival Corp.,12/21/1998,null,253010,"Hotels, Restaurants & Leisure"
117,119,CEG.US Equity,Constellation Energy Group Inc,1/1/1970,3/12/2012,551050,Independent Power Producers & Energy Traders
118,120,CELG.US Equity,Celgene Corp.,11/3/2006,6/28/2019,352010,Biotechnology
119,121,CEPH.US Equity,Cephalon Inc.,11/14/2008,10/13/2011,352010,Biotechnology
120,122,CERN.US Equity,Cerner Corp,4/29/2010,null,351030,Health Care Technology
121,123,CF.US Equity,CF Industries Holdings Inc.,8/26/2008,null,151010,Chemicals
122,124,CFC.US Equity,Countrywide Financial Corp.,6/17/1997,6/29/2008,401020,Thrifts & Mortgage Finance
123,125,CFG.US Equity,Citizens Financial Group Inc,1/29/2016,null,401010,Commercial Banks
124,126,CFN.US Equity,CareFusion Corp,8/31/2009,3/16/2015,351010,Health Care Equipment & Supplies
125,127,CHD.US Equity,Church & Dwight Co Inc,12/28/2015,null,303010,Household Products
126,128,CHK.US Equity,Chesapeake Energy Corp,3/2/2006,3/17/2018,101020,"Oil, Gas & Consumable Fuels"
127,129,CHRW.US Equity,C.H. Robinson Worldwide Inc,3/1/2007,null,203010,Air Freight & Logistics
128,130,CHTR.US Equity,Charter Communications Inc,9/7/2016,null,502010,Media
129,131,CI.US Equity,Cigna Corp.,4/8/1982,null,351020,Health Care Providers & Services
130,132,CIEN.US Equity,Ciena Corp.,8/29/2001,12/17/2009,452010,Communications Equipment
131,133,CINF.US Equity,Cincinnati Financial Corp,12/17/1997,null,403010,Insurance
132,134,CL.US Equity,Colgate-Palmolive Company,1/1/1970,null,303010,Household Products
133,135,CLF.US Equity,Cleveland-Cliffs Inc,12/18/2009,3/31/2014,151040,Metals & Mining
134,136,CLX.US Equity,The Clorox Company,1/1/1970,null,303010,Household Products
135,137,CMA.US Equity,Comerica Inc.,11/30/1995,null,401010,Commercial Banks
136,138,CMCSA.US Equity,Comcast Corp Class A,11/18/2002,null,502010,Media
137,139,CMCSK.US Equity,Comcast Class A Spec.,9/18/2015,12/10/2015,254010,Media
138,140,CME.US Equity,CME Group Inc.,8/10/2006,null,402030,Capital Markets
139,141,CMG.US Equity,Chipotle Mexican Grill Inc,4/27/2011,null,253010,"Hotels, Restaurants & Leisure"
140,142,CMI.US Equity,Cummins Inc,1/1/1970,null,201060,Machinery
141,143,CMS.US Equity,CMS Energy Corp,4/30/1999,null,551030,Multi-Utilities
142,144,CMVT.US Equity,Comverse Technology Inc,10/26/1999,1/31/2007,451030,Software
143,145,CMX.US Equity,Caremark Rx,3/24/2004,3/21/2007,351020,Health Care Providers & Services
144,146,CNC.US Equity,Centene Corp,3/29/2016,null,351020,Health Care Providers & Services
145,147,CNP.US Equity,CenterPoint Energy Inc,7/25/1985,null,551030,Multi-Utilities
146,148,CNX.US Equity,Consol Energy Inc.,6/27/2006,3/2/2016,101020,"Oil, Gas & Consumable Fuels"
147,149,COF.US Equity,Capital One Financial Corp,6/30/1998,null,402020,Consumer Finance
148,150,COG.US Equity,Cabot Oil & Gas Corp,6/20/2008,null,101020,"Oil, Gas & Consumable Fuels"
149,151,COL.US Equity,Rockwell Collins Inc,6/29/2001,11/26/2018,201010,Aerospace & Defense
150,152,COO.US Equity,The Cooper Companies Inc,9/22/2016,null,351010,Health Care Equipment & Supplies
151,153,COP.US Equity,ConocoPhillips,1/1/1970,null,101020,"Oil, Gas & Consumable Fuels"
152,154,COST.US Equity,Costco Wholesale Corp,10/21/1993,null,301010,Food & Staples Retailing
153,155,COTY.US Equity,Coty Inc,9/30/2016,null,303020,Personal Products
154,156,COV.US Equity,Covidien Plc,6/29/2007,6/3/2009,351010,Health Care Equipment & Supplies
155,157,COV.US Equity,Covidien Plc,2/28/2011,1/25/2015,351010,Health Care Equipment & Supplies
156,158,CPB.US Equity,Campbell Soup Company,1/1/1970,null,302020,Food Products
157,159,CPGX.US Equity,Columbia Pipeline Group Inc.,7/1/2015,6/30/2016,101020,"Oil, Gas & Consumable Fuels"
158,160,CPRI.US Equity,Capri Holdings Ltd,11/12/2013,5/10/2020,252030,"Textiles, Apparel & Luxury Goods"
159,161,CRM.US Equity,Salesforce.com Inc,9/12/2008,null,451030,Software
160,162,CSCO.US Equity,Cisco Systems Inc,12/30/1993,null,452010,Communications Equipment
161,163,CSRA.US Equity,CSRA Inc,11/30/2015,4/2/2018,451020,IT Services
162,164,CSX.US Equity,CSX Corp.,11/6/1980,null,203040,Road & Rail
163,165,CTAS.US Equity,Cintas Corp.,2/28/2001,null,202010,Commercial Services & Supplies
164,166,CTL.US Equity,CenturyLink Inc.,3/24/1999,null,501010,Diversified Telecommunication Services
165,167,CTSH.US Equity,Cognizant Technology Solutions Corp,11/16/2006,null,451020,IT Services
166,168,CTX.US Equity,Centex Corp.,3/31/1977,8/17/2009,252010,Household Durables
167,169,CTXS.US Equity,Citrix Systems Inc,11/30/1999,null,451030,Software
168,170,CVG.US Equity,Convergys Corp.,6/12/2000,12/17/2009,451020,IT Services
169,171,CVH.US Equity,Coventry Corp,8/29/2005,5/3/2013,351020,Health Care Providers & Services
170,172,CVS.US Equity,CVS Health Corporation,1/1/1970,null,351020,Health Care Providers & Services
171,173,CVX.US Equity,Chevron Corporation,1/1/1970,null,101020,"Oil, Gas & Consumable Fuels"
172,174,CXO.US Equity,Concho Resources Inc,2/19/2016,null,101020,"Oil, Gas & Consumable Fuels"
173,175,D.US Equity,Dominion Resources Inc,5/20/1983,null,551010,Electric Utilities
174,176,DAL.US Equity,Delta Air Lines Inc,9/10/2013,null,203020,Airlines
175,177,DD.US Equity,"DuPont de Nemours, Inc",1/1/1970,null,151010,Chemicals
176,178,DDS.US Equity,Dillard's Inc.,10/2/1986,10/20/2008,255030,Multiline Retail
177,179,DE.US Equity,Deere & Company,1/1/1970,null,201060,Machinery
178,180,DFS.US Equity,Discover Financial Services,6/29/2007,null,402020,Consumer Finance
179,181,DG.US Equity,Dollar General Corp,11/30/2012,null,255030,Multiline Retail
180,182,DGX.US Equity,Quest Diagnostics Inc,12/11/2002,null,351020,Health Care Providers & Services
181,183,DHI.US Equity,D.R. Horton Inc,7/1/2005,null,252010,Household Durables
182,184,DHR.US Equity,Danaher Corp.,11/17/1998,null,351010,Health Care Equipment & Supplies
183,185,DIS.US Equity,Walt Disney Co,7/1/1976,null,502020,Entertainment
184,186,DISCA.US Equity,Discovery Communications Inc Class A,2/26/2010,null,502010,Media
185,187,DISCK.US Equity,Discovery Com Class C,8/6/2014,null,502010,Media
186,188,DJ.US Equity,Dow Jones & Co. Inc.,5/4/1978,12/12/2007,254010,Media
187,189,DLR.US Equity,Digital Realty Trust,5/17/2016,null,601010,Equity Real Estate Investment Trusts (REITs)
188,190,DLTR.US Equity,Dollar Tree Inc,12/16/2011,null,255030,Multiline Retail
189,191,DNB.US Equity,Dun & Bradstreet Corp,12/1/2008,4/3/2017,202020,Professional Services
190,192,DNR.US Equity,Denbury Resources Inc.,4/1/2009,3/19/2015,101020,"Oil, Gas & Consumable Fuels"
191,193,DO.US Equity,Diamond Offshore Drilling Inc,2/25/2009,9/29/2016,101010,Energy Equipment & Services
192,194,DOV.US Equity,Dover Corp.,10/24/1985,null,201060,Machinery
193,195,DRI.US Equity,Darden Restaurants Inc,5/26/1995,null,253010,"Hotels, Restaurants & Leisure"
194,196,DTE.US Equity,DTE Energy Company,1/1/1970,null,551030,Multi-Utilities
195,197,DUK.US Equity,Duke Energy Corp,7/1/1976,null,551010,Electric Utilities
196,198,DVA.US Equity,DaVita Inc.,7/30/2008,null,351020,Health Care Providers & Services
197,199,DVN.US Equity,Devon Energy Corp.,8/29/2000,null,101020,"Oil, Gas & Consumable Fuels"
198,200,EA.US Equity,Electronic Arts Inc,7/19/2002,null,502020,Entertainment
199,201,EBAY.US Equity,eBay Inc.,7/19/2002,null,255020,Internet & Catalog Retail
200,202,ECL.US Equity,Ecolab Inc.,1/12/1989,null,151010,Chemicals
201,203,ED.US Equity,"Consolidated Edison, Inc",1/1/1970,null,551010,Electric Utilities
202,204,EFX.US Equity,Equifax Inc.,6/18/1997,null,202020,Professional Services
203,205,EIX.US Equity,Edison International,1/1/1970,null,551010,Electric Utilities
204,206,EL.US Equity,Estee Lauder Companies Inc,1/4/2006,null,303020,Personal Products
205,207,EMC.US Equity,EMC Corp.,3/27/1996,9/6/2016,452020,Computers & Peripherals
206,208,EMN.US Equity,Eastman Chemical Co,1/3/1994,null,151010,Chemicals
207,209,EMR.US Equity,Emerson Electric Co,1/1/1970,null,201040,Electrical Equipment
208,210,ENDP.US Equity,Endo Int'l plc,1/26/2015,2/28/2017,352020,Pharmaceuticals
209,211,EOG.US Equity,EOG Resources Inc,11/1/2000,null,101020,"Oil, Gas & Consumable Fuels"
210,212,EOP.US Equity,Equity Office Properties Trust,10/9/2001,2/8/2007,601010,Equity Real Estate Investment Trusts (REITs)
211,213,EP.US Equity,El Paso Corp.,10/25/1999,5/23/2012,101020,"Oil, Gas & Consumable Fuels"
212,214,EQIX.US Equity,Equinix Inc,3/20/2015,null,601010,Equity Real Estate Investment Trusts (REITs)
213,215,EQR.US Equity,Equity Residential,11/30/2001,null,601010,Equity Real Estate Investment Trusts (REITs)
214,216,EQT.US Equity,EQT Corp,12/18/2008,11/11/2018,101020,"Oil, Gas & Consumable Fuels"
215,217,ES.US Equity,Eversource Energy,3/16/2009,null,551030,Multi-Utilities
216,218,ESRX.US Equity,Express Scripts Holding Co,9/25/2003,12/20/2018,351020,Health Care Providers & Services
217,219,ESS.US Equity,Essex Property Trust,4/1/2014,null,601010,Equity Real Estate Investment Trusts (REITs)
218,220,ESV.US Equity,Valaris plc,9/5/2012,3/30/2016,101010,Energy Equipment & Services
219,221,ETFC.US Equity,E*Trade Financial Corp.,3/31/2004,null,402030,Capital Markets
220,222,ETN.US Equity,Eaton Corporation plc,1/1/1970,null,201040,Electrical Equipment
221,223,ETR.US Equity,Entergy Corporation,1/1/1970,null,551010,Electric Utilities
222,224,EVHC.US Equity,Envision Healthcare Holdings Inc,12/1/2016,10/9/2018,351020,Health Care Providers & Services
223,225,EW.US Equity,Edwards Lifesciences Corp,3/31/2011,null,351010,Health Care Equipment & Supplies
224,226,EXC.US Equity,Exelon Corporation,1/1/1970,null,551030,Multi-Utilities
225,227,EXPD.US Equity,Expeditors Int'l of Washington Inc,10/9/2007,null,203010,Air Freight & Logistics
226,228,EXPE.US Equity,Expedia Inc.,10/1/2007,null,255020,Internet & Catalog Retail
227,229,EXR.US Equity,Extra Space Storage Inc,1/15/2016,null,601010,Equity Real Estate Investment Trusts (REITs)
228,230,F.US Equity,Ford Motor Company,1/1/1970,null,251020,Automobiles
